rank;french;engl;example_french;example_engl
9004;alourdir;weigh down;;
9005;maghrébin;Maghreb;;
9006;punk;punk;;
9007;funéraire;funeral;;
9008;tremper;soak;;
9009;ziguinchor;ziguinchor;;
9010;out;out;;
9011;entrainer;train;;
9012;échelon;step;;
9013;bo;bo;;
9014;concurrentiel;competitive;;
9015;cracher;spit;;
9016;glacial;glacial;;
9017;mix;mix;;
9018;arnaqu;scam;;
9019;reconvertir;reconvert;;
9020;météorologue;meteorologist;;
9021;tassili;tassili;;
9022;idole;idol;;
9023;kiryat;kiryat;;
9024;tardivement;late;;
9025;fragment;fragment;;
9026;ios;ios;;
9027;frontal;frontal;;
9028;confus;confused;;
9029;auger;auger;;
9030;chido;chido;;
9031;greffier;clerk;;
9032;inouï;unheard of;;
9033;innu;innu;;
9034;déguiser;to disguise;;
9035;yvan;yvan;;
9036;jeffrey;jeffrey;;
9037;censurer;censor;;
9038;ducks;ducks;;
9039;vocabulair;vocabulary;;
9040;meyer;meyer;;
9041;sonde;probe;;
9042;collaboratif;collaborative;;
9043;glen;glen;;
9044;pirogue;canoe;;
9045;agroalimentaire;agri-food;;
9046;contrebas;below;;
9047;mural;wall;;
9048;iris;iris;;
9049;tellier;tellier;;
9050;purge;purge;;
9051;buter;abut;;
9052;espérons;hope;;
9053;subventionner;subsidize;;
9054;astronomique;astronomical;;
9055;hausser;raise;;
9056;thaïlandais;Thai;;
9057;jurisprudence;case law;;
9058;louvre;louvre;;
9059;bangui;bangui;;
9060;citadelle;citadel;;
9061;hd;hd;;
9062;principauté;principality;;
9063;abolir;abolish;;
9064;scénariste;screenwriter;;
9065;éclaircir;clear up;;
9066;macroéconomique;macroeconomic;;
9067;madrilène;Madrid;;
9068;éminent;prominent;;
9069;zachary;zachary;;
9070;violet;purple;;
9071;caricature;caricature;;
9072;déboire;disappointment;;
9073;neil;Neil;;
9074;fabienne;Fabienne;;
9075;desquelles;of which;;
9076;insuffisance;insufficiency;;
9077;raffiné;refined;;
9078;déconstruire;deconstruct;;
9079;machette;machete;;
9080;décortiquer;dissect;;
9081;viabilité;viability;;
9082;bastien;bastien;;
9083;rca;rca;;
9084;internaut;internet user;;
9085;tumultueux;tumultuous;;
9086;charline;charline;;
9087;moris;Moris;;
9088;fraction;fraction;;
9089;interface;interface;;
9090;kényan;Kenyan;;
9091;ariane;ariane;;
9092;titularisation;tenure;;
9093;chambly;chambly;;
9094;vogu;vogu;;
9095;rhdp;rhdp;;
9096;fluctuation;fluctuation;;
9097;ascenseur;elevator;;
9098;bouchée;bite;;
9099;boursière;stock market;;
9100;differdange;difference;;
9101;edmonton;edmonton;;
9102;aéroportuaire;airport;;
9103;abdoul;abdul;;
9104;bouffée;puff;;
9105;perron;porch;;
9106;étang;pond;;
9107;stéréotype;stereotype;;
9108;volatil;volatile;;
9109;îlot;island;;
9110;kurde;Kurdish;;
9111;middleton;middleton;;
9112;meubler;furnish;;
9113;fitnes;fitness;;
9114;avalanche;avalanche;;
9115;mien;mine;;
9116;humanité;humanity;;
9117;ruisseau;stream;;
9118;soulèvement;uprising;;
9119;rougeole;measles;;
9120;nb;nb;;
9121;data;data;;
9122;déceler;detect;;
9123;violon;violin;;
9124;séquestration;sequestration;;
9125;réjouissant;rejoicing;;
9126;réceptionner;receive;;
9127;cubain;Cuban;;
9128;konan;konan;;
9129;dumas;dumas;;
9130;respiration;breathing;;
9131;mouture;grind;;
9132;dauphiné;dauphiné;;
9133;rein;kidney;;
9134;annelies;Annelies;;
9135;tristan;tristan;;
9136;spontanément;spontaneously;;
9137;nevada;Nevada;;
9138;capcom;capcom;;
9139;capitaliser;capitalize;;
9140;scout;scout;;
9141;bourgogne;Burgundy;;
9142;harvard;harvard;;
9143;tract;leaflet;;
9144;hollandais;Dutch;;
9145;jagmeet;jagmeet;;
9146;indemniser;compensate;;
9147;url;url;;
9148;erdtree;erdtree;;
9149;déplorable;deplorable;;
9150;allah;Allah;;
9151;andrei;andrei;;
9152;dante;dante;;
9153;mahdi;mahdi;;
9154;teinte;tint;;
9155;injonction;injunction;;
9156;exorbitant;exorbitant;;
9157;raccourcir;shorten;;
9158;kidnapper;kidnap;;
9159;tielemans;tielemans;;
9160;tic;tic;;
9161;marcheur;walker;;
9162;great;great;;
9163;jens;jens;;
9164;dias;dias;;
9165;gatineau;gatineau;;
9166;ivre;drunk;;
9167;vandenbroucke;vandenbroucke;;
9168;désespéré;desperate;;
9169;prouess;prowess;;
9170;kingdom;kingdom;;
9171;canne;cane;;
9172;blonde;blonde;;
9173;dénivelé;height difference;;
9174;escroc;crook;;
9175;orlando;Orlando;;
9176;techno;techno;;
9177;prélude;prelude;;
9178;obsession;obsession;;
9179;corinne;corinne;;
9180;perez;perez;;
9181;appréciation;appreciation;;
9182;ligament;ligament;;
9183;compétiteur;competitor;;
9184;botanique;botanical;;
9185;jusque;until;;
9186;potager;vegetable garden;;
9187;borrell;borrell;;
9188;baptême;baptism;;
9189;enjoindre;enjoin;;
9190;indigène;native;;
9191;privation;deprivation;;
9192;privilégi;privilege;;
9193;acadie;acadia;;
9194;législateur;legislator;;
9195;kazan;Kazan;;
9196;habitante;inhabitant;;
9197;bistrot;bistro;;
9198;woods;woods;;
9199;ralph;ralph;;
9200;nicky;nicky;;
9201;sami;sami;;
9202;choquant;shocking;;
9203;malaisie;Malaysia;;
9204;reeves;reeves;;
9205;timothée;Timothy;;
9206;carotte;carrot;;
9207;rb;rb;;
9208;revenu;income;;
9209;relaxer;relax;;
9210;mécontent;unhappy;;
9211;gâter;spoil;;
9212;connaisseur;connoisseur;;
9213;agglomération;agglomeration;;
9214;duc;duke;;
9215;fico;fico;;
9216;dhabi;dhabi;;
9217;ruban;ribbon;;
9218;vuelta;view;;
9219;riley;riley;;
9220;romancier;novelist;;
9221;boussole;compass;;
9222;ronger;gnaw;;
9223;montagneux;mountainous;;
9224;kurt;kurt;;
9225;piratage;piracy;;
9226;svod;svod;;
9227;cynthia;Cynthia;;
9228;effraction;break-in;;
9229;subvenir;provide;;
9230;brest;brest;;
9231;incontestablement;undoubtedly;;
9232;garden;garden;;
9233;biniam;biniam;;
9234;oignon;onion;;
9235;qg;HQ;;
9236;archéologue;archaeologist;;
9237;vase;vase;;
9238;isoler;isolate;;
9239;sunak;sunak;;
9240;coter;rate;;
9241;pat;pat;;
9242;concepteur;designer;;
9243;lola;lola;;
9244;péter;fart;;
9245;raccrocher;to hang up;;
9246;mar;mar;;
9247;soignie;neat;;
9248;réveillon;new year's eve;;
9249;révolu;gone;;
9250;mare;pond;;
9251;battle;battle;;
9252;néerlandaise;Dutch;;
9253;onzième;eleventh;;
9254;joly;pretty;;
9255;sri;sri;;
9256;tedros;tedros;;
9257;sanctuair;sanctuary;;
9258;gabarit;template;;
9259;tornade;tornado;;
9260;lego;lego;;
9261;japan;japan;;
9262;laurier;laurel;;
9263;aviaire;avian;;
9264;étonnamment;surprisingly;;
9265;polaire;polar;;
9266;incendiaire;incendiary;;
9267;étoffer;flesh out;;
9268;emmy;emmy;;
9269;cochon;pig;;
9270;folk;folk;;
9271;amazigh;Amazigh;;
9272;herbert;herbert;;
9273;aes;aes;;
9274;timbre;stamp;;
9275;canalisation;pipeline;;
9276;revent;resale;;
9277;mbacké;mbacké;;
9278;federer;federer;;
9279;franco;French;;
9280;curé;cure;;
9281;museum;museum;;
9282;age;age;;
9283;muriel;muriel;;
9284;violeur;rapist;;
9285;relégation;relegation;;
9286;naïf;naive;;
9287;différencier;differentiate;;
9288;cédéao;ECOWAS;;
9289;oiselet;birdie;;
9290;desquel;from which;;
9291;carla;carla;;
9292;terriblement;terribly;;
9293;diversifié;diversified;;
9294;ed;ed;;
9295;transposer;transpose;;
9296;désespérément;desperately;;
9297;transparente;transparent;;
9298;approfondi;in-depth;;
9299;thiès;thiès;;
9300;ernest;Ernest;;
9301;thériault;Thériault;;
9302;gratter;scratch;;
9303;ward;ward;;
9304;rubrique;section;;
9305;tuerie;killing;;
9306;dudelange;dudelange;;
9307;visé;targeted;;
9308;autrice;author;;
9309;monica;monica;;
9310;celsius;celsius;;
9311;molécule;molecule;;
9312;cessation;cessation;;
9313;mickey;mickey;;
9314;droitier;right-handed;;
9315;ruud;ruud;;
9316;cueillir;pick;;
9317;ryanair;ryanair;;
9318;mecque;mecca;;
9319;mortellement;fatally;;
9320;contentieux;litigation;;
9321;souhait;wish;;
9322;bachelier;bachelor;;
9323;lefebvre;lefebvre;;
9324;mésaventure;misadventure;;
9325;reds;reds;;
9326;spencer;spencer;;
9327;autiste;autistic;;
9328;natasha;natasha;;
9329;ferver;fervent;;
9330;frieden;frieden;;
9331;besançon;besançon;;
9332;ferries;ferries;;
9333;sénatrice;senator;;
9334;xviii;xviii;;
9335;bélanger;belanger;;
9336;anti;anti;;
9337;ciné;cinema;;
9338;aubaine;bargain;;
9339;exaction;exaction;;
9340;ose;dare;;
9341;délocaliser;relocate;;
9342;félin;feline;;
9343;promotionnel;promotional;;
9344;gauff;gauff;;
9345;préfectoral;prefectural;;
9346;cindy;cindy;;
9347;brûlure;burn;;
9348;prioriser;to prioritize;;
9349;édifier;edify;;
9350;anecdotique;anecdotal;;
9351;sg;sg;;
9352;baltimore;baltimore;;
9353;électorat;electorate;;
9354;indemne;unharmed;;
9355;powell;powell;;
9356;méthodologie;methodology;;
9357;snyder;snyder;;
9358;donjon;dungeon;;
9359;pompidou;pompidou;;
9360;centré;center;;
9361;jalon;milestone;;
9362;zhang;zhang;;
9363;mondialement;worldwide;;
9364;utilitaire;utility;;
9365;truth;truth;;
9366;gueye;gueye;;
9367;prévoyance;foresight;;
9368;alonso;alonso;;
9369;sursaut;startle;;
9370;instantané;instant;;
9371;mammifère;mammal;;
9372;patriotes;patriots;;
9373;immunitaire;immune;;
9374;introuvable;not found;;
9375;intemporel;timeless;;
9376;austral;southern;;
9377;licencié;licensed;;
9378;montreux;montreux;;
9379;nickel;nickel;;
9380;barbare;barbarous;;
9381;incompatible;incompatible;;
9382;sobriété;sobriety;;
9383;sida;AIDS;;
9384;joute;joust;;
9385;compatibilité;compatibility;;
9386;livreur;delivery person;;
9387;poutre;beam;;
9388;sprinter;sprinter;;
9389;ohl;ohl;;
9390;montérégie;montérégie;;
9391;spirit;spirit;;
9392;yamoussoukro;yamoussoukro;;
9393;libé;liberated;;
9394;superman;superman;;
9395;mutualité;mutuality;;
9396;angelina;angelina;;
9397;angel;angel;;
9398;réorganiser;reorganize;;
9399;confidence;confidence;;
9400;tabler;table;;
9401;ku;ku;;
9402;homogène;homogeneous;;
9403;berceau;cradle;;
9404;choral;choral;;
9405;dégradé;degraded;;
9406;gbagbo;gbagbo;;
9407;vinyle;vinyl;;
9408;kopecky;kopecky;;
9409;espagnols;Spanish;;
9410;abandon;abandonment;;
9411;centraliser;centralize;;
9412;passé;pass;;
9413;abdellatif;abdellatif;;
9414;rat;rat;;
9415;excus;excuse;;
9416;injustifier;unjustify;;
9417;céleste;celestial;;
9418;daniels;daniels;;
9419;taureau;bull;;
9420;glacé;ice;;
9421;spvm;spvm;;
9422;vinicius;vinicius;;
9423;network;network;;
9424;désactiver;disable;;
9425;gianni;gianni;;
9426;inconscient;unconscious;;
9427;carlson;carlson;;
9428;tasse;cup;;
9429;raisin;grapes;;
9430;judoka;judoka;;
9431;résiliation;termination;;
9432;pocognoli;pocognoli;;
9433;grue;crane;;
9434;boréal;boreal;;
9435;grossier;rude;;
9436;we;we;;
9437;dissimulé;concealed;;
9438;marionnette;puppet;;
9439;cincinnati;cincinnati;;
9440;spiral;hairspring;;
9441;karen;karen;;
9442;séquelle;sequel;;
9443;mascotte;mascot;;
9444;cut;cut;;
9445;saisissant;gripping;;
9446;yvon;yvon;;
9447;inchangé;unchanged;;
9448;futuriste;futuristic;;
9449;elia;elia;;
9450;zimbabwe;Zimbabwe;;
9451;sow;sow;;
9452;linéaire;linear;;
9453;discréditer;discredit;;
9454;déportation;deportation;;
9455;adams;adams;;
9456;panot;panot;;
9457;toni;toni;;
9458;sf;sf;;
9459;intimider;intimidate;;
9460;rattrapage;catching up;;
9461;saguenay;saguenay;;
9462;interprète;interpreter;;
9463;badinter;badinter;;
9464;grace;grace;;
9465;torrentiel;torrential;;
9466;menteur;liar;;
9467;francesco;francesco;;
9468;pêcher;sin;;
9469;mosaïque;mosaic;;
9470;chambouler;turn upside down;;
9471;drag;drag;;
9472;paty;paty;;
9473;marginaliser;marginalize;;
9474;réconfort;comfort;;
9475;cogné;bumped;;
9476;excédent;surplus;;
9477;surcharge;overload;;
9478;jackpot;jackpot;;
9479;homophobe;homophobic;;
9480;honda;honda;;
9481;tidjane;tidjane;;
9482;indigne;unworthy;;
9483;cats;cats;;
9484;saskatchewan;saskatchewan;;
9485;natacha;Natasha;;
9486;tottenham;tottenham;;
9487;peste;plague;;
9488;pitié;pity;;
9489;puerta;door;;
9490;stratagème;stratagem;;
9491;sambre;sambre;;
9492;south;south;;
9493;toriyama;toriyama;;
9494;trossard;trossard;;
9495;évincer;oust;;
9496;linge;linen;;
9497;démo;demo;;
9498;stream;stream;;
9499;soutirer;extract;;
9500;clémentine;clementine;;
9501;panama;Panama;;
9502;rit;laughs;;
9503;infonder;unfound;;
9504;procure;provides;;
9505;dieux;gods;;
9506;dean;dean;;
9507;charnièr;mass grave;;
9508;avorter;abort;;
9509;exempter;exempt;;
9510;vampire;vampire;;
9511;téléchargement;download;;
9512;visioconférence;videoconferencing;;
9513;santos;santos;;
9514;rentraire;back;;
9515;bahreïn;bahrain;;
9516;grossir;grow bigger;;
9517;pétard;petard;;
9518;kris;kris;;
9519;éthiopien;Ethiopian;;
9520;payne;payne;;
9521;laborieux;laborious;;
9522;noémie;noemia;;
9523;sceau;seal;;
9524;déambuler;wander;;
9525;mulroney;mulroney;;
9526;sceaux;seals;;
9527;fracasser;smash;;
9528;shane;shane;;
9529;patinage;skating;;
9530;motorisation;motorization;;
9531;friday;friday;;
9532;vestimentaire;clothing;;
9533;bolloré;bolloré;;
9534;remanier;reshuffle;;
9535;smic;minimum wage;;
9536;wells;wells;;
9537;perche;perch;;
9538;gym;gym;;
9539;bouaké;bouaké;;
9540;déporté;deported;;
9541;articuler;articulate;;
9542;gnl;lgn;;
9543;rigole;laugh;;
9544;rigoler;to laugh;;
9545;maillon;link;;
9546;coaching;coaching;;
9547;palliatif;palliative;;
9548;dissiper;dispel;;
9549;émailler;enamell;;
9550;belgo;belgo;;
9551;finul;finul;;
9552;dévouer;dedicate;;
9553;ops;ops;;
9554;mason;mason;;
9555;savant;learned;;
9556;atterrissage;landing;;
9557;nottingham;nottingham;;
9558;volley;volleyball;;
9559;honoraire;honorary;;
9560;augure;augury;;
9561;nairobi;nairobi;;
9562;rimouski;rimouski;;
9563;flamboyant;flamboyant;;
9564;renfermer;enclose;;
9565;arroser;water;;
9566;irving;irving;;
9567;déchirure;tear;;
9568;élucider;elucidate;;
9569;simultané;simultaneous;;
9570;mazan;mazan;;
9571;conférencier;speaker;;
9572;pressing;dry cleaning;;
9573;melania;melania;;
9574;aveu;confession;;
9575;loups;wolves;;
9576;cpe;cpe;;
9577;limoger;sack;;
9578;ram;ram;;
9579;psychique;psychic;;
9580;baba;baba;;
9581;cardiovasculaire;cardiovascular;;
9582;antagoniste;antagonist;;
9583;plamondon;plamondon;;
9584;zemmour;zemmour;;
9585;rebours;countdown;;
9586;obligatoirement;necessarily;;
9587;bergs;bergs;;
9588;trans;trans;;
9589;brock;brock;;
9590;virement;payment;;
9591;vanden;vanden;;
9592;quo;what;;
9593;quiétude;quietude;;
9594;détaillant;retailer;;
9595;andrey;andrey;;
9596;typhon;typhoon;;
9597;ds;ds;;
9598;buvette;refreshment bar;;
9599;encadrement;management;;
9600;brer;brer;;
9601;gil;gil;;
9602;mikel;Mikel;;
9603;garnier;garnier;;
9604;poêle;stove;;
9605;namuroi;namuroi;;
9606;syli;syl;;
9607;ravitaillement;refueling;;
9608;emboîter;nest;;
9609;shopping;shopping;;
9610;fraudeur;fraudster;;
9611;federico;Federico;;
9612;belfius;belfius;;
9613;monopole;monopoly;;
9614;martyre;martyrdom;;
9615;contrevenir;contravene;;
9616;kaloum;kalum;;
9617;horeca;hospitality;;
9618;millionnaire;millionaire;;
9619;vibration;vibration;;
9620;mitch;mitch;;
9621;future;future;;
9622;election;election;;
9623;soyez;be;;
9624;méfait;mischief;;
9625;transiter;transit;;
9626;satisfaite;satisfied;;
9627;lausannoise;lausanne;;
9628;salomé;Salome;;
9629;gobelet;cup;;
9630;impitoyable;ruthless;;
9631;bourbon;bourbon;;
9632;mayeur;mayeur;;
9633;gadget;gadget;;
9634;printanier;spring;;
9635;enfouir;bury;;
9636;boom;boom;;
9637;surcoût;additional cost;;
9638;vintag;vintage;;
9639;walker;walker;;
9640;gaye;gay;;
9641;cerf;deer;;
9642;élégance;elegance;;
9643;rame;oar;;
9644;aiguille;needle;;
9645;luiz;Luiz;;
9646;anticipation;anticipation;;
9647;huile;oil;;
9648;suicidaire;suicidal;;
9649;châtellerault;chatellerault;;
9650;perpétuel;perpetual;;
9651;labé;labé;;
9652;réinsertion;reintegration;;
9653;crevette;shrimp;;
9654;mylène;mylene;;
9655;féminisme;feminism;;
9656;rouyn;rouyn;;
9657;rétro;retro;;
9658;copropriétaire;co-owner;;
9659;watt;watt;;
9660;franceinfo;franceinfo;;
9661;hésitation;hesitation;;
9662;sublimer;sublimate;;
9663;doué;gifted;;
9664;palmier;palm;;
9665;contrôlent;control;;
9666;rodrigo;rodrigo;;
9667;abeille;bee;;
9668;martinique;martinique;;
9669;rééducation;rehabilitation;;
9670;mansour;mansour;;
9671;geoffrey;geoffrey;;
9672;mma;mma;;
9673;thiago;thiago;;
9674;european;European;;
9675;revendeur;dealer;;
9676;wright;wright;;
9677;pm;p.m.;;
9678;quoique;though;;
9679;hache;ax;;
9680;aluminium;aluminum;;
9681;statu;status;;
9682;amputer;amputate;;
9683;jerome;jerome;;
9684;cdc;cdc;;
9685;exécutive;executive;;
9686;babacar;babacar;;
9687;cuve;tank;;
9688;épée;sword;;
9689;houari;houari;;
9690;niels;niels;;
9691;platine;platinum;;
9692;plomber;plumb;;
9693;saleh;Saleh;;
9694;houleux;stormy;;
9695;aval;downstream;;
9696;usd;usd;;
9697;collectée;collected;;
9698;sylvester;sylvester;;
9699;diamètre;diameter;;
9700;sofiane;sofiane;;
9701;remplissage;filling;;
9702;fureur;fury;;
9703;dépouiller;strip;;
9704;credit;credit;;
9705;contagieux;contagious;;
9706;reynolds;reynolds;;
9707;gaston;gaston;;
9708;inefficace;ineffective;;
9709;frayeur;fright;;
9710;affaibli;weakened;;
9711;pole;pole;;
9712;chiot;puppy;;
9713;younes;younes;;
9714;pointeur;pointer;;
9715;consolidé;consolidated;;
9716;odieux;odious;;
9717;dufour;dufour;;
9718;diarra;diarra;;
9719;vertueux;virtuous;;
9720;brexit;brexit;;
9721;shippagan;shippagan;;
9722;nièce;niece;;
9723;confection;making;;
9724;jambon;ham;;
9725;raide;steep;;
9726;patch;patch;;
9727;ambiguïté;ambiguity;;
9728;niçois;Nice;;
9729;testament;will;;
9730;subtilité;subtlety;;
9731;renversement;reversal;;
9732;finalisation;finalization;;
9733;boxeuse;female boxer;;
9734;désillusion;disillusionment;;
9735;injustement;unfairly;;
9736;raisonnement;reasoning;;
9737;konaté;konate;;
9738;dessalement;desalination;;
9739;infernal;infernal;;
9740;saumon;salmon;;
9741;rob;rob;;
9742;apprenant;learner;;
9743;chirac;chirac;;
9744;rayer;scratch;;
9745;accréditer;accredit;;
9746;consenti;consented;;
9747;arlon;arlon;;
9748;proviseur;principal;;
9749;island;island;;
9750;serviette;towel;;
9751;roméo;romeo;;
9752;réintégration;reintegration;;
9753;invention;invention;;
9754;toumani;toumani;;
9755;larguer;jettison;;
9756;fn;fn;;
9757;zuhal;zuhal;;
9758;incliné;inclined;;
9759;délire;delirium;;
9760;mahorai;mahorai;;
9761;étincelle;spark;;
9762;once;ounce;;
9763;knight;knight;;
9764;happy;happy;;
9765;épuré;refined;;
9766;réhabiliter;rehabilitate;;
9767;andry;andry;;
9768;horrifique;horrific;;
9769;molière;moliere;;
9770;perpétré;perpetrated;;
9771;plongeon;diving;;
9772;insurgé;insurgent;;
9773;rite;rite;;
9774;natalie;natalie;;
9775;edition;edition;;
9776;beni;blessed;;
9777;natalité;birth rate;;
9778;mollet;calf;;
9779;halte;stop;;
9780;perso;personal;;
9781;samu;samu;;
9782;moisson;harvest;;
9783;libramont;libramont;;
9784;acquittement;acquittal;;
9785;mignon;cute;;
9786;yaya;yaya;;
9787;ain;ain;;
9788;déroger;derogate;;
9789;vole;stolen;;
9790;romance;romance;;
9791;jauge;gauge;;
9792;miles;miles;;
9793;métis;metis;;
9794;interministériel;interministerial;;
9795;mouvance;movement;;
9796;ressemblance;resemblance;;
9797;spurs;spurs;;
9798;défiance;distrust;;
9799;suk;suk;;
9800;bénévolat;volunteering;;
9801;dédommagement;compensation;;
9802;argumenter;argue;;
9803;malik;Malik;;
9804;personnalisation;personalization;;
9805;prédiction;prediction;;
9806;liu;liu;;
9807;régulariser;regularize;;
9808;catalogne;catalonia;;
9809;sainz;sainz;;
9810;mandatair;agent;;
9811;lci;here;;
9812;mexico;Mexico;;
9813;amant;lover;;
9814;tambour;drum;;
9815;patate;potato;;
9816;consensuel;consensual;;
9817;diablo;diablo;;
9818;aptitude;aptitude;;
9819;barbie;barbie;;
9820;afghan;Afghan;;
9821;gaillard;fellow;;
9822;pochette;pouch;;
9823;bellingham;bellingham;;
9824;fraîche;fresh;;
9825;alberto;Alberto;;
9826;pâtir;suffer;;
9827;lituanie;Lithuania;;
9828;berline;sedan;;
9829;grief;grievance;;
9830;mature;mature;;
9831;recentrer;refocus;;
9832;cfdt;cfdt;;
9833;roussel;Roussel;;
9834;nuitée;overnight stay;;
9835;cactus;cactus;;
9836;discothèque;disco;;
9837;maraîcher;market gardener;;
9838;plaza;square;;
9839;isolement;isolation;;
9840;faiblir;weaken;;
9841;dépanneur;convenience store;;
9842;saper;undermine;;
9843;héroïque;heroic;;
9844;grasse;oily;;
9845;confiner;confine;;
9846;binational;binational;;
9847;tank;tank;;
9848;cazeneuve;cazeneuve;;
9849;déi;dei;;
9850;atmosphérique;atmospheric;;
9851;bourré;stuffed;;
9852;chaussette;sock;;
9853;fascinant;fascinating;;
9854;smur;smur;;
9855;trouvaille;find;;
9856;baker;baker;;
9857;centrafrique;Central African Republic;;
9858;adéquate;adequate;;
9859;next;next;;
9860;zizou;zizou;;
9861;goku;goku;;
9862;yacine;yacine;;
9863;debast;debast;;
